CrossRoad -4715.0:4735.0
CrossRoad 3670.0:4735.0
CrossRoad 3670.0:-4805.0
CrossRoad 295.0:3100.0
CrossRoad 3670.0:3100.0
CrossRoad 2125.0:3100.0
FourLaneRoad 325.0:3100.0 2095.0:3100.0
FourLaneRoad 2155.0:3100.0 3640.0:3100.0
FourLaneRoad 2125.0:3820.0 2125.0:3130.0
CrossRoad 2125.0:3850.0
CrossRoad 3670.0:3850.0
FourLaneRoad 3670.0:4705.0 3670.0:3880.0
FourLaneRoad 3670.0:3820.0 3670.0:3130.0
CrossRoad 295.0:-755.0
FourLaneRoad 295.0:3070.0 295.0:-725.0
CrossRoad -4715.0:-755.0
FourLaneRoad 265.0:-755.0 -4685.0:-755.0
CrossRoad 835.0:-4805.0
FourLaneRoad 3640.0:-4805.0 865.0:-4805.0
CrossRoad 835.0:-755.0
FourLaneRoad 805.0:-755.0 325.0:-755.0
FourLaneRoad 865.0:-755.0 3640.0:-755.0
CrossRoad 3670.0:-755.0
FourLaneRoad 3670.0:3070.0 3670.0:-725.0
CrossRoad 3235.0:3850.0
FourLaneRoad 2155.0:3850.0 3205.0:3850.0
FourLaneRoad 3265.0:3850.0 3640.0:3850.0
FourLaneRoad 3235.0:3880.0 3235.0:4705.0
CrossRoad 3235.0:4735.0
FourLaneRoad 3265.0:4735.0 3640.0:4735.0
CrossRoad -185.0:3100.0
FourLaneRoad 265.0:3100.0 -155.0:3100.0
FourLaneRoad -185.0:3130.0 -185.0:4705.0
CrossRoad -185.0:4735.0
FourLaneRoad -4685.0:4735.0 -215.0:4735.0
FourLaneRoad -155.0:4735.0 3205.0:4735.0
CrossRoad 835.0:-4475.0
FourLaneRoad 835.0:-4775.0 835.0:-4505.0
FourLaneRoad 805.0:-4475.0 -890.0:-4475.0
CrossRoad -920.0:-4475.0
FourLaneRoad -920.0:-4445.0 -920.0:-4280.0
CrossRoad -920.0:-4250.0
FourLaneRoad -920.0:-4220.0 -920.0:-4055.0
CrossRoad -920.0:-4025.0
FourLaneRoad -890.0:-4025.0 805.0:-4025.0
CrossRoad 835.0:-4025.0
FourLaneRoad 835.0:-4445.0 835.0:-4055.0
FourLaneRoad -950.0:-4250.0 -4685.0:-4250.0
CrossRoad -4715.0:-4250.0
FourLaneRoad -4715.0:-4220.0 -4715.0:-785.0
FourLaneRoad -215.0:3100.0 -4685.0:3100.0
CrossRoad -4715.0:3100.0
FourLaneRoad -4715.0:-725.0 -4715.0:3070.0
FourLaneRoad -4715.0:3130.0 -4715.0:4705.0
CrossRoad 835.0:-3800.0
FourLaneRoad 835.0:-3995.0 835.0:-3830.0
CrossRoad 835.0:-3185.0
FourLaneRoad 835.0:-3770.0 835.0:-3215.0
FourLaneRoad 835.0:-3155.0 835.0:-785.0
FourLaneRoad 865.0:-3185.0 3640.0:-3185.0
FourLaneRoad 865.0:-3800.0 3640.0:-3800.0
CrossRoad 3670.0:-3800.0
FourLaneRoad 3670.0:-3830.0 3670.0:-4775.0
CrossRoad 3670.0:-3185.0
FourLaneRoad 3670.0:-785.0 3670.0:-3155.0
FourLaneRoad 3670.0:-3215.0 3670.0:-3770.0
NetworkPoint 310.0:2200.0 -> 310.0:2245.0
NetworkPoint -2510.0:3115.0 -> -2555.0:3115.0
NetworkPoint 850.0:-785.0 -> 835.0:-755.0 865.0:-770.0 835.0:-770.0
NetworkPoint 850.0:-2840.0 -> 850.0:-2795.0
NetworkPoint 3685.0:-1400.0 -> 3685.0:-1355.0
NetworkPoint 3655.0:-170.0 -> 3655.0:-215.0
NetworkPoint -905.0:-4400.0 -> -905.0:-4355.0
NetworkPoint -1250.0:3115.0 -> -1295.0:3115.0
NetworkPoint -4700.0:-725.0 -> -4700.0:-680.0
NetworkPoint -4730.0:505.0 -> -4730.0:460.0
NetworkPoint 1885.0:-3170.0 -> 1840.0:-3170.0
NetworkPoint -4730.0:415.0 -> -4730.0:370.0
NetworkPoint 850.0:-2795.0 -> 850.0:-2750.0
NetworkPoint -3425.0:-4265.0 -> -3380.0:-4265.0
NetworkPoint 2290.0:3085.0 -> 2335.0:3085.0
NetworkPoint 3655.0:-4145.0 -> 3655.0:-4190.0
NetworkPoint 2485.0:-3815.0 -> 2530.0:-3815.0
NetworkPoint 3205.0:4750.0 -> 3160.0:4750.0
NetworkPoint -1400.0:-4265.0 -> -1355.0:-4265.0
NetworkPoint -2795.0:-4265.0 -> -2750.0:-4265.0
NetworkPoint 3685.0:-4280.0 -> 3685.0:-4235.0
NetworkPoint -4625.0:4750.0 -> -4670.0:4750.0
NetworkPoint 2035.0:-770.0 -> 2080.0:-770.0
NetworkPoint 640.0:-770.0 -> 685.0:-770.0
NetworkPoint 1435.0:-3785.0 -> 1390.0:-3785.0
NetworkPoint -2750.0:-4235.0 -> -2795.0:-4235.0
NetworkPoint 310.0:2110.0 -> 310.0:2155.0
NetworkPoint 460.0:-4040.0 -> 505.0:-4040.0
NetworkPoint -2480.0:4720.0 -> -2435.0:4720.0
NetworkPoint 1045.0:-3200.0 -> 1090.0:-3200.0
NetworkPoint 985.0:-740.0 -> 940.0:-740.0
NetworkPoint 2485.0:-4820.0 -> 2530.0:-4820.0
NetworkPoint 3655.0:2665.0 -> 3655.0:2620.0
NetworkPoint 3685.0:1435.0 -> 3685.0:1480.0
NetworkPoint -1220.0:4720.0 -> -1175.0:4720.0
NetworkPoint 400.0:-4460.0 -> 355.0:-4460.0
NetworkPoint 280.0:460.0 -> 280.0:415.0
NetworkPoint 310.0:2155.0 -> 310.0:2200.0
NetworkPoint -590.0:-4010.0 -> -635.0:-4010.0
NetworkPoint 3685.0:-4415.0 -> 3685.0:-4370.0
NetworkPoint 475.0:3115.0 -> 430.0:3115.0
NetworkPoint -905.0:-4445.0 -> -905.0:-4400.0
NetworkPoint 3655.0:-215.0 -> 3655.0:-260.0
NetworkPoint 1435.0:-4790.0 -> 1390.0:-4790.0
NetworkPoint 3685.0:-1445.0 -> 3685.0:-1400.0
NetworkPoint -4400.0:3115.0 -> -4445.0:3115.0
NetworkPoint 40.0:-4010.0 -> -5.0:-4010.0
NetworkPoint 2230.0:4720.0 -> 2275.0:4720.0
NetworkPoint -2300.0:-740.0 -> -2345.0:-740.0
NetworkPoint 2920.0:3085.0 -> 2965.0:3085.0
NetworkPoint -2255.0:3085.0 -> -2210.0:3085.0
NetworkPoint 970.0:4720.0 -> 1015.0:4720.0
NetworkPoint -4700.0:2200.0 -> -4700.0:2245.0
NetworkPoint 3685.0:-4325.0 -> 3685.0:-4280.0
NetworkPoint -4730.0:4210.0 -> -4730.0:4165.0
NetworkPoint 820.0:-3440.0 -> 820.0:-3485.0
NetworkPoint 3145.0:-3170.0 -> 3100.0:-3170.0
NetworkPoint -4685.0:-4265.0 -> -4640.0:-4265.0
NetworkPoint -365.0:3085.0 -> -320.0:3085.0
NetworkPoint -4730.0:550.0 -> -4730.0:505.0
NetworkPoint -4700.0:-680.0 -> -4700.0:-635.0
NetworkPoint 550.0:4750.0 -> 505.0:4750.0
NetworkPoint 3115.0:-4820.0 -> 3160.0:-4820.0
NetworkPoint 820.0:-3395.0 -> 820.0:-3440.0
NetworkPoint 3685.0:1390.0 -> 3685.0:1435.0
NetworkPoint 3655.0:2620.0 -> 3655.0:2575.0
NetworkPoint 1810.0:4750.0 -> 1765.0:4750.0
NetworkPoint 820.0:-4445.0 -> 
NetworkPoint 3685.0:3265.0 -> 3685.0:3310.0
NetworkPoint -2975.0:-770.0 -> -2930.0:-770.0
NetworkPoint -4730.0:4300.0 -> -4730.0:4255.0
NetworkPoint -4700.0:3070.0 -> 
NetworkPoint 3655.0:-2135.0 -> 3655.0:-2180.0
NetworkPoint 3685.0:-3365.0 -> 3685.0:-3320.0
NetworkPoint -1670.0:-740.0 -> -1715.0:-740.0
NetworkPoint -1715.0:-770.0 -> -1670.0:-770.0
NetworkPoint 2245.0:-740.0 -> 2200.0:-740.0
NetworkPoint 2305.0:-3200.0 -> 2350.0:-3200.0
NetworkPoint 2785.0:-4790.0 -> 2740.0:-4790.0
NetworkPoint -2210.0:-740.0 -> -2255.0:-740.0
NetworkPoint 2320.0:4720.0 -> 2365.0:4720.0
NetworkPoint -4445.0:3115.0 -> -4490.0:3115.0
NetworkPoint 1450.0:3085.0 -> 1495.0:3085.0
NetworkPoint 3655.0:-1280.0 -> 3655.0:-1325.0
NetworkPoint -4730.0:-3350.0 -> -4730.0:-3395.0
NetworkPoint -4700.0:-1835.0 -> -4700.0:-1790.0
NetworkPoint 1570.0:-740.0 -> 1525.0:-740.0
NetworkPoint 1630.0:-3200.0 -> 1675.0:-3200.0
NetworkPoint 2110.0:3775.0 -> 2110.0:3730.0
NetworkPoint 3685.0:-635.0 -> 3685.0:-590.0
NetworkPoint 3655.0:595.0 -> 3655.0:550.0
NetworkPoint 3685.0:2290.0 -> 3685.0:2335.0
NetworkPoint -2645.0:4750.0 -> -2690.0:4750.0
NetworkPoint 2920.0:3115.0 -> 2875.0:3115.0
NetworkPoint 850.0:-4685.0 -> 850.0:-4640.0
NetworkPoint -275.0:3085.0 -> -230.0:3085.0
NetworkPoint -3290.0:-4235.0 -> -3335.0:-4235.0
NetworkPoint 2110.0:3820.0 -> 2110.0:3775.0
NetworkPoint 3220.0:4120.0 -> 3220.0:4075.0
NetworkPoint 775.0:-4490.0 -> 805.0:-4490.0
NetworkPoint -4730.0:-3485.0 -> -4730.0:-3530.0
NetworkPoint 280.0:1450.0 -> 280.0:1405.0
NetworkPoint 310.0:220.0 -> 310.0:265.0
NetworkPoint -4700.0:-1745.0 -> -4700.0:-1700.0
NetworkPoint 1900.0:4750.0 -> 1855.0:4750.0
NetworkPoint -4685.0:-4235.0 -> 
NetworkPoint -3275.0:4750.0 -> -3320.0:4750.0
NetworkPoint 730.0:-770.0 -> 775.0:-770.0
NetworkPoint -4730.0:1360.0 -> -4730.0:1315.0
NetworkPoint -4700.0:130.0 -> -4700.0:175.0
NetworkPoint -4700.0:3055.0 -> -4700.0:3070.0
NetworkPoint -4055.0:-4235.0 -> -4100.0:-4235.0
NetworkPoint -1625.0:-770.0 -> -1580.0:-770.0
NetworkPoint -845.0:-4040.0 -> -800.0:-4040.0
NetworkPoint 2080.0:3085.0 -> 2095.0:3085.0
NetworkPoint -3785.0:4720.0 -> -3740.0:4720.0
NetworkPoint -320.0:-740.0 -> -365.0:-740.0
NetworkPoint 3655.0:-1325.0 -> 3655.0:-1370.0
NetworkPoint 3595.0:-740.0 -> 3550.0:-740.0
NetworkPoint 3250.0:3850.0 -> 3265.0:3835.0
NetworkPoint -4730.0:-3395.0 -> -4730.0:-3440.0
NetworkPoint -1790.0:3115.0 -> -1835.0:3115.0
NetworkPoint 2110.0:3730.0 -> 2110.0:3685.0
NetworkPoint -200.0:3940.0 -> -200.0:3895.0
NetworkPoint 2605.0:-3170.0 -> 2560.0:-3170.0
NetworkPoint 3580.0:4720.0 -> 3625.0:4720.0
NetworkPoint 1945.0:-3815.0 -> 1990.0:-3815.0
NetworkPoint 3220.0:4075.0 -> 3220.0:4030.0
NetworkPoint -5.0:-4010.0 -> -50.0:-4010.0
NetworkPoint -200.0:3985.0 -> -200.0:3940.0
NetworkPoint -3560.0:3085.0 -> -3515.0:3085.0
NetworkPoint 820.0:-4550.0 -> 820.0:-4595.0
NetworkPoint 3205.0:-3815.0 -> 3250.0:-3815.0
NetworkPoint 280.0:1405.0 -> 280.0:1360.0
NetworkPoint 310.0:175.0 -> 310.0:220.0
NetworkPoint -2075.0:-4265.0 -> -2030.0:-4265.0
NetworkPoint -4700.0:2965.0 -> -4700.0:3010.0
NetworkPoint 145.0:-4490.0 -> 190.0:-4490.0
NetworkPoint 1975.0:-3170.0 -> 1930.0:-3170.0
NetworkPoint -2300.0:3085.0 -> -2255.0:3085.0
NetworkPoint 1360.0:-770.0 -> 1405.0:-770.0
NetworkPoint -3335.0:-4265.0 -> -3290.0:-4265.0
NetworkPoint -1385.0:4750.0 -> -1430.0:4750.0
NetworkPoint 1180.0:-4820.0 -> 1225.0:-4820.0
NetworkPoint -4730.0:1315.0 -> -4730.0:1270.0
NetworkPoint -4700.0:85.0 -> -4700.0:130.0
NetworkPoint -2030.0:-4235.0 -> -2075.0:-4235.0
NetworkPoint -110.0:3085.0 -> -65.0:3085.0
NetworkPoint -170.0:3670.0 -> -170.0:3715.0
NetworkPoint -215.0:-4040.0 -> -170.0:-4040.0
NetworkPoint -1760.0:4720.0 -> -1715.0:4720.0
NetworkPoint 3625.0:3835.0 -> 3640.0:3835.0
NetworkPoint 3460.0:4750.0 -> 3415.0:4750.0
NetworkPoint -4730.0:-3440.0 -> -4730.0:-3485.0
NetworkPoint 3670.0:3865.0 -> 3685.0:3880.0
NetworkPoint 3655.0:4480.0 -> 3655.0:4435.0
NetworkPoint 1195.0:3115.0 -> 1150.0:3115.0
NetworkPoint 2155.0:-4790.0 -> 2110.0:-4790.0
NetworkPoint -4280.0:-770.0 -> -4235.0:-770.0
NetworkPoint -200.0:3895.0 -> -200.0:3850.0
NetworkPoint 820.0:3085.0 -> 865.0:3085.0
NetworkPoint 760.0:-4010.0 -> 715.0:-4010.0
NetworkPoint 3655.0:4525.0 -> 3655.0:4480.0
NetworkPoint 310.0:3010.0 -> 310.0:3055.0
NetworkPoint 940.0:-740.0 -> 895.0:-740.0
NetworkPoint 1000.0:-3200.0 -> 1045.0:-3200.0
NetworkPoint -4235.0:-740.0 -> -4280.0:-740.0
NetworkPoint -530.0:3115.0 -> -575.0:3115.0
NetworkPoint 3685.0:2245.0 -> 3685.0:2290.0
NetworkPoint 280.0:1360.0 -> 280.0:1315.0
NetworkPoint 310.0:130.0 -> 310.0:175.0
NetworkPoint 3655.0:-3155.0 -> 
NetworkPoint -635.0:-4010.0 -> -680.0:-4010.0
NetworkPoint -1670.0:3085.0 -> -1625.0:3085.0
NetworkPoint -4700.0:2920.0 -> -4700.0:2965.0
NetworkPoint 3205.0:3865.0 -> 3160.0:3865.0
NetworkPoint 850.0:-4730.0 -> 850.0:-4685.0
NetworkPoint 850.0:-1805.0 -> 850.0:-1760.0
NetworkPoint 3550.0:3115.0 -> 3505.0:3115.0
NetworkPoint 3655.0:-1190.0 -> 3655.0:-1235.0
NetworkPoint 2830.0:3835.0 -> 2875.0:3835.0
NetworkPoint -170.0:3625.0 -> -170.0:3670.0
NetworkPoint 2875.0:3085.0 -> 2920.0:3085.0
NetworkPoint 1270.0:4750.0 -> 1225.0:4750.0
NetworkPoint -3905.0:4750.0 -> -3950.0:4750.0
NetworkPoint 2155.0:-3785.0 -> 2110.0:-3785.0
NetworkPoint 1825.0:3115.0 -> 1780.0:3115.0
NetworkPoint 3655.0:4435.0 -> 3655.0:4390.0
NetworkPoint -4700.0:3010.0 -> -4700.0:3055.0
NetworkPoint -2255.0:-770.0 -> -2210.0:-770.0
NetworkPoint 3220.0:4210.0 -> 3220.0:4165.0
NetworkPoint 3415.0:-3785.0 -> 3370.0:-3785.0
NetworkPoint 820.0:-2540.0 -> 820.0:-2585.0
NetworkPoint 850.0:-3770.0 -> 850.0:-3725.0
NetworkPoint -4415.0:4720.0 -> -4370.0:4720.0
NetworkPoint -935.0:-4100.0 -> -935.0:-4145.0
NetworkPoint -200.0:3850.0 -> -200.0:3805.0
NetworkPoint -500.0:4720.0 -> -455.0:4720.0
NetworkPoint 2965.0:-740.0 -> 2920.0:-740.0
NetworkPoint 3025.0:-3200.0 -> 3070.0:-3200.0
NetworkPoint -170.0:3715.0 -> -170.0:3760.0
NetworkPoint -2420.0:3115.0 -> -2465.0:3115.0
NetworkPoint 850.0:-1895.0 -> 850.0:-1850.0
NetworkPoint -3605.0:-740.0 -> -3650.0:-740.0
NetworkPoint -4730.0:1450.0 -> -4730.0:1405.0
NetworkPoint -4700.0:220.0 -> -4700.0:265.0
NetworkPoint 850.0:-4775.0 -> 850.0:-4730.0
NetworkPoint 2950.0:4720.0 -> 2995.0:4720.0
NetworkPoint 3415.0:-4790.0 -> 3370.0:-4790.0
NetworkPoint -1580.0:-740.0 -> -1625.0:-740.0
NetworkPoint -3815.0:3115.0 -> -3860.0:3115.0
NetworkPoint 1315.0:-3815.0 -> 1360.0:-3815.0
NetworkPoint -4190.0:3085.0 -> -4145.0:3085.0
NetworkPoint -170.0:3580.0 -> -170.0:3625.0
NetworkPoint 310.0:3055.0 -> 310.0:3070.0
NetworkPoint -2705.0:-4265.0 -> -2660.0:-4265.0
NetworkPoint -485.0:-4490.0 -> -440.0:-4490.0
NetworkPoint 3505.0:3865.0 -> 3460.0:3865.0
NetworkPoint 3685.0:-590.0 -> 3685.0:-545.0
NetworkPoint 3655.0:640.0 -> 3655.0:595.0
NetworkPoint -4700.0:-785.0 -> -4700.0:-725.0 -4715.0:-770.0
NetworkPoint 3685.0:2380.0 -> 3685.0:2425.0
NetworkPoint -3965.0:-4265.0 -> -3920.0:-4265.0
NetworkPoint -935.0:-4190.0 -> -935.0:-4220.0
NetworkPoint -2015.0:4750.0 -> -2060.0:4750.0
NetworkPoint -2660.0:-4235.0 -> -2705.0:-4235.0
NetworkPoint 3220.0:4165.0 -> 3220.0:4120.0
NetworkPoint 820.0:-2585.0 -> 820.0:-2630.0
NetworkPoint 2575.0:-4820.0 -> 2620.0:-4820.0
NetworkPoint -935.0:-4145.0 -> -935.0:-4190.0
NetworkPoint 415.0:-4040.0 -> 460.0:-4040.0
NetworkPoint 280.0:1495.0 -> 280.0:1450.0
NetworkPoint 310.0:265.0 -> 310.0:310.0
NetworkPoint 2530.0:4750.0 -> 2485.0:4750.0
NetworkPoint 850.0:-1940.0 -> 850.0:-1895.0
NetworkPoint 895.0:-3785.0 -> 865.0:-3785.0
NetworkPoint 565.0:3115.0 -> 520.0:3115.0
NetworkPoint 3685.0:-500.0 -> 3685.0:-455.0
NetworkPoint 3655.0:730.0 -> 3655.0:685.0
NetworkPoint 355.0:-4460.0 -> 310.0:-4460.0
NetworkPoint 265.0:-770.0 -> 295.0:-755.0 280.0:-755.0 325.0:-770.0
NetworkPoint -4730.0:1405.0 -> -4730.0:1360.0
NetworkPoint -4700.0:175.0 -> -4700.0:220.0
NetworkPoint -950.0:-740.0 -> -995.0:-740.0
NetworkPoint -995.0:-770.0 -> -950.0:-770.0
NetworkPoint 3670.0:4735.0 -> 3640.0:4750.0
NetworkPoint -3155.0:4720.0 -> -3110.0:4720.0
NetworkPoint 820.0:-2495.0 -> 820.0:-2540.0
NetworkPoint 850.0:-3725.0 -> 850.0:-3680.0
NetworkPoint 1060.0:4720.0 -> 1105.0:4720.0
NetworkPoint -1160.0:3115.0 -> -1205.0:3115.0
NetworkPoint -275.0:-4460.0 -> -320.0:-4460.0
NetworkPoint -365.0:-770.0 -> -320.0:-770.0
NetworkPoint 2575.0:3865.0 -> 2530.0:3865.0
NetworkPoint 850.0:-1850.0 -> 850.0:-1805.0
NetworkPoint 1690.0:4720.0 -> 1735.0:4720.0
NetworkPoint 3235.0:-3170.0 -> 3190.0:-3170.0
NetworkPoint 3655.0:-1235.0 -> 3655.0:-1280.0
NetworkPoint -4700.0:-1790.0 -> -4700.0:-1745.0
NetworkPoint 2575.0:-3815.0 -> 2620.0:-3815.0
NetworkPoint 2245.0:3085.0 -> 2290.0:3085.0
NetworkPoint 820.0:-2630.0 -> 820.0:-2675.0
NetworkPoint 850.0:-3860.0 -> 850.0:-3830.0
NetworkPoint 640.0:4750.0 -> 595.0:4750.0
NetworkPoint 3205.0:-4820.0 -> 3250.0:-4820.0
NetworkPoint -2930.0:3085.0 -> -2885.0:3085.0
NetworkPoint 820.0:-4505.0 -> 820.0:-4550.0
NetworkPoint 3685.0:2335.0 -> 3685.0:2380.0
NetworkPoint 3160.0:4750.0 -> 3115.0:4750.0
NetworkPoint -1445.0:-4265.0 -> -1400.0:-4265.0
NetworkPoint 2290.0:3115.0 -> 2245.0:3115.0
NetworkPoint 1525.0:-3785.0 -> 1480.0:-3785.0
NetworkPoint 3385.0:-770.0 -> 3430.0:-770.0
NetworkPoint 1990.0:-770.0 -> 2035.0:-770.0
NetworkPoint 3685.0:-545.0 -> 3685.0:-500.0
NetworkPoint 3655.0:685.0 -> 3655.0:640.0
NetworkPoint -755.0:4750.0 -> -800.0:4750.0
NetworkPoint -2885.0:-770.0 -> -2840.0:-770.0
NetworkPoint 2785.0:-3785.0 -> 2740.0:-3785.0
NetworkPoint -1400.0:-4235.0 -> -1445.0:-4235.0
NetworkPoint -1130.0:4720.0 -> -1085.0:4720.0
NetworkPoint -4700.0:-1700.0 -> -4700.0:-1655.0
NetworkPoint 820.0:-4415.0 -> 820.0:-4445.0
NetworkPoint 1525.0:-4790.0 -> 1480.0:-4790.0
NetworkPoint -2975.0:-740.0 -> -3020.0:-740.0
NetworkPoint -4730.0:-2585.0 -> -4730.0:-2630.0
NetworkPoint -4700.0:-3815.0 -> -4700.0:-3770.0
NetworkPoint -4700.0:-890.0 -> -4700.0:-845.0
NetworkPoint -170.0:4570.0 -> -170.0:4615.0
NetworkPoint -1805.0:4720.0 -> -1760.0:4720.0
NetworkPoint 1660.0:-740.0 -> 1615.0:-740.0
NetworkPoint 1720.0:-3200.0 -> 1765.0:-3200.0
NetworkPoint -4730.0:3310.0 -> -4730.0:3265.0
NetworkPoint 1015.0:4720.0 -> 1060.0:4720.0
NetworkPoint -3515.0:-740.0 -> -3560.0:-740.0
NetworkPoint 2665.0:3865.0 -> 2620.0:3865.0
NetworkPoint 280.0:-575.0 -> 280.0:-620.0
NetworkPoint 3685.0:4150.0 -> 3685.0:4195.0
NetworkPoint 3685.0:-2480.0 -> 3685.0:-2435.0
NetworkPoint 2110.0:-4790.0 -> 2065.0:-4790.0
NetworkPoint 1645.0:4720.0 -> 1690.0:4720.0
NetworkPoint 820.0:-1595.0 -> 820.0:-1640.0
NetworkPoint 2335.0:3085.0 -> 2380.0:3085.0
NetworkPoint 2155.0:3835.0 -> 2200.0:3835.0
NetworkPoint 715.0:-4010.0 -> 670.0:-4010.0
NetworkPoint -320.0:3085.0 -> -275.0:3085.0
NetworkPoint 280.0:2395.0 -> 280.0:2350.0
NetworkPoint 310.0:1165.0 -> 310.0:1210.0
NetworkPoint 3595.0:3085.0 -> 3640.0:3085.0
NetworkPoint -4700.0:-800.0 -> -4700.0:-785.0
NetworkPoint -1355.0:-4265.0 -> -1310.0:-4265.0
NetworkPoint -4730.0:3175.0 -> -4730.0:3130.0
NetworkPoint 1990.0:4750.0 -> 1945.0:4750.0
NetworkPoint -395.0:-4490.0 -> -350.0:-4490.0
NetworkPoint -4580.0:4750.0 -> -4625.0:4750.0
NetworkPoint 280.0:-485.0 -> 280.0:-530.0
NetworkPoint 2875.0:-3785.0 -> 2830.0:-3785.0
NetworkPoint -3320.0:4750.0 -> -3365.0:4750.0
NetworkPoint 3460.0:3865.0 -> 3415.0:3865.0
NetworkPoint 3340.0:-770.0 -> 3385.0:-770.0
NetworkPoint 850.0:-3830.0 -> 
NetworkPoint -3965.0:-4235.0 -> -4010.0:-4235.0
NetworkPoint -755.0:-4040.0 -> -710.0:-4040.0
NetworkPoint 280.0:2260.0 -> 280.0:2215.0
NetworkPoint 310.0:1030.0 -> 310.0:1075.0
NetworkPoint -1175.0:4720.0 -> -1130.0:4720.0
NetworkPoint -4700.0:-935.0 -> -4700.0:-890.0
NetworkPoint -170.0:4525.0 -> -170.0:4570.0
NetworkPoint -815.0:-4460.0 -> -860.0:-4460.0
NetworkPoint -905.0:-770.0 -> -860.0:-770.0
NetworkPoint -2885.0:-740.0 -> -2930.0:-740.0
NetworkPoint 3685.0:-2570.0 -> 3685.0:-2525.0
NetworkPoint 3685.0:355.0 -> 3685.0:400.0
NetworkPoint 3655.0:1585.0 -> 3655.0:1540.0
NetworkPoint 1915.0:3115.0 -> 1870.0:3115.0
NetworkPoint 280.0:-620.0 -> 280.0:-665.0
NetworkPoint -4355.0:3115.0 -> -4400.0:3115.0
NetworkPoint 3670.0:4720.0 -> 3655.0:4705.0
NetworkPoint 3685.0:4105.0 -> 3685.0:4150.0
NetworkPoint 310.0:-755.0 -> 325.0:-770.0
NetworkPoint -2255.0:-740.0 -> -2300.0:-740.0
NetworkPoint -3095.0:3115.0 -> -3140.0:3115.0
NetworkPoint -2300.0:-770.0 -> -2255.0:-770.0
NetworkPoint 3250.0:3880.0 -> 3250.0:3925.0
NetworkPoint 820.0:-1640.0 -> 820.0:-1685.0
NetworkPoint 1405.0:3085.0 -> 1450.0:3085.0
NetworkPoint -3470.0:3085.0 -> -3425.0:3085.0
NetworkPoint 280.0:2350.0 -> 280.0:2305.0
NetworkPoint 310.0:1120.0 -> 310.0:1165.0
NetworkPoint -2465.0:3115.0 -> -2510.0:3115.0
NetworkPoint -4700.0:-845.0 -> -4700.0:-800.0
NetworkPoint 235.0:-4490.0 -> 280.0:-4490.0
NetworkPoint 850.0:-995.0 -> 850.0:-950.0
NetworkPoint -4730.0:-575.0 -> -4730.0:-620.0
NetworkPoint -4640.0:-4265.0 -> -4595.0:-4265.0
NetworkPoint 1930.0:-3170.0 -> 1885.0:-3170.0
NetworkPoint 3205.0:4720.0 -> 3265.0:4720.0 3220.0:4705.0 3220.0:4735.0
NetworkPoint -170.0:4435.0 -> -170.0:4480.0
NetworkPoint -3380.0:-4265.0 -> -3335.0:-4265.0
NetworkPoint 3655.0:3550.0 -> 3655.0:3505.0
NetworkPoint 1270.0:-3815.0 -> 1315.0:-3815.0
NetworkPoint -4595.0:-4235.0 -> -4640.0:-4235.0
NetworkPoint 1900.0:-4820.0 -> 1945.0:-4820.0
NetworkPoint -4235.0:3085.0 -> -4190.0:3085.0
NetworkPoint 3640.0:-770.0 -> 3670.0:-755.0 3655.0:-755.0
NetworkPoint 3685.0:-2615.0 -> 3685.0:-2570.0
NetworkPoint 850.0:-905.0 -> 850.0:-860.0
NetworkPoint 820.0:-1730.0 -> 820.0:-1775.0
NetworkPoint -3695.0:4720.0 -> -3650.0:4720.0
NetworkPoint -230.0:-740.0 -> -275.0:-740.0
NetworkPoint 3685.0:4060.0 -> 3685.0:4105.0
NetworkPoint 3655.0:3415.0 -> 3655.0:3370.0
NetworkPoint -2435.0:4720.0 -> -2390.0:4720.0
NetworkPoint 820.0:-1685.0 -> 820.0:-1730.0
NetworkPoint 385.0:4720.0 -> 430.0:4720.0
NetworkPoint -4145.0:-740.0 -> -4190.0:-740.0
NetworkPoint -440.0:3115.0 -> -485.0:3115.0
NetworkPoint 445.0:-4460.0 -> 400.0:-4460.0
NetworkPoint 280.0:2305.0 -> 280.0:2260.0
NetworkPoint 310.0:1075.0 -> 310.0:1120.0
NetworkPoint -545.0:-4010.0 -> -590.0:-4010.0
NetworkPoint 850.0:-1040.0 -> 850.0:-995.0
NetworkPoint 3685.0:-2525.0 -> 3685.0:-2480.0
NetworkPoint 3685.0:400.0 -> 3685.0:445.0
NetworkPoint 3655.0:1630.0 -> 3655.0:1585.0
NetworkPoint 1480.0:-4790.0 -> 1435.0:-4790.0
NetworkPoint -4730.0:-620.0 -> -4730.0:-665.0
NetworkPoint 85.0:-4010.0 -> 40.0:-4010.0
NetworkPoint 3295.0:-3815.0 -> 3340.0:-3815.0
NetworkPoint 2965.0:3085.0 -> 3010.0:3085.0
NetworkPoint -1985.0:-4265.0 -> -1940.0:-4265.0
NetworkPoint 3655.0:3505.0 -> 3655.0:3460.0
NetworkPoint -2210.0:3085.0 -> -2165.0:3085.0
NetworkPoint 3250.0:4705.0 -> 3265.0:4720.0 3235.0:4720.0 3235.0:4735.0
NetworkPoint -1295.0:4750.0 -> -1340.0:4750.0
NetworkPoint 1270.0:-4820.0 -> 1315.0:-4820.0
NetworkPoint -4730.0:2350.0 -> -4730.0:2305.0
NetworkPoint -4700.0:1120.0 -> -4700.0:1165.0
